13521899429773903891,0005
13519001648124987489,2221
13512541184079563070,2101
13522867028696176662,1002
13520871065977227594,1203
13521669716164548733,0703
13521186985257605160,0705
13522185432405055532,2114
13521183747579910231,1806
13513767989263994949,2213
13519181737013151831,1800
13521820914238818362,1305
13521518821626611733,1100
13521803061679753561,1100
13518912010935470407,1704
13505636988276840551,1401
13520427188276168768,1103
13517411707551221806,2221
13523044939771545614,2202
13511601914714327041,1100
13521776066405992509,1203
13522349291045001318,1201
13522333287162775898,2123
13521790597913843778,1103
13519787450336090233,2123
13522200969701234723,1203
13508871665570748470,1806
13512053606335911978,0005
13513515361827096878,1905
13516604213894453270,2204
13506444206627756053,2222
13502253660232816649,0802
13521690555724531799,1704
13512479985626974297,2014
13522384852259182710,1905
13520788566538066040,1203
13520915541452920926,0705
13509554109634582581,1203
13523031243094956105,1904
13521908352911153291,1800
13509417590362675235,2014
13516825011198302265,1806
13522628353178470719,2210
13521912975647512668,1606
13515270184310151190,0302
13517305473208617290,1901
13506493833710274643,1203
13521663073750489232,2103
13522241993271679017,2204
13521528051758073897,1704
13521727902605580411,1800
13503504818469865493,2204
13521512121008916574,0402
13521178972378826787,0803
13521782395411040321,1203
13510937596586104916,0804
13507371054092126233,1100
13507405781338822796,1305
13521868218283853908,1502
13519590300954200148,1806
13502950142990813273,1203
13514304427069609989,1806
13514588803794606118,1100
13521463225450698882,1306
13515014356547340380,1305
13521835569275013187,0402
13512131739354011698,1305
13521689721885628454,2206
13519670788024047697,1103
13518821578026457222,0701
13509910601745963095,0401
13505665049042290744,1305
13505052906560100361,2107
13521813493579126852,1103
13514878068983531536,1308
13521178039802595668,2204
13508545002806909066,1905
13522264970597636186,1100
13509283879631460454,1203
13518745396652218410,1903
13521179437790267707,0801
13521897258310961472,1305
13507669758322677786,2014
13505245362373658966,1306
13522657691346868224,1800
13518091523715828034,1704
13520999377657796640,2112
13521182226307156316,1103
13509866595289602176,2206
13512214719975262215,0305
13522241974373128198,1704
13521544704015013930,1305
13519756150353954884,1608
13521910440927369289,2204
13522509350611978257,1704
13507117552364685628,1103
13505279480044521500,1201
13515267043595786249,2221
13502132933039822879,1606
13522536941664471118,1305
13520458381138991247,1606
13521711211676305478,0402
13523102580148607064,1201
13519969916965881902,1308
13522413197377472843,1803
13505567832619751474,1104
13522414849957500999,2107
13521748055536441475,1305
13510734735349389339,1704
13521821544161544276,2205
13510920504466413687,0803
13502349096398624802,1203
13507845727058597897,1506
13521905370089068586,1104
13521175454348679308,1100
13521594178276038658,2107
13522497098114537477,1704
13521057609426933783,0402
13509585068335892799,1903
13520331716127102986,0800
13509597624595712090,1502
13519730140171798545,1308
13522302811582630228,1308
13515915110784436548,1201
13521182522932922396,1901
13521888945952655398,1606
13520111564001646675,0904
13522189173078493192,1305
13520795997972203577,1305
13521726709625784418,2221
13512830470442780976,1203
13515008072396769595,1704
13504506980960176456,2111
13521179573529483320,0703
13521176868239312994,1403
13502168856201467953,1902
13509203582175152457,1402
13510307196413347882,1103
13522704124454242381,1608
13521866197705689180,1305
13522372949557647488,2214
13508481283696236622,1904
13516609371710167125,1800
13521826749321451667,1806
13516098066720950619,0005
13509334803752097904,1201
13522617004404115552,1305
13507039906117326982,0904
13521214307417982976,1000
13506682848084170879,0701
13521583203344914502,1203
13516840149771491369,1305
13518558485060261998,1305
13504298702418679847,2221
13520324121520117883,2211
13503071661998344506,1305
13514656160156031088,1806
13504395166274820171,2203
13513192095350724709,0104
13519734859379054727,1203
13522192202273261655,1002
13522485863465355267,1201
13502189100447369250,1806
13522151364318992504,1203
13521896030566746419,0003
13521186928485337142,2222
13518644937668433933,1203
13521451376828356752,1203
13522501045244201031,0703
13503652251183355964,1707
13517218863716370519,0705
13521495529965946942,1901
13522337550169737285,2014
13502057003010099206,2004
13521176433925036174,1803
13521771992626632846,1305
13520821207803496788,0906
13505498144357877794,0906
13521341573156964364,1502
13521181552961652808,1607
13504329032313083916,1103
13521177097615579255,1308
13521719313023043625,2220
13522501918896429193,1201
13515800232747800695,1305
13505052734992615491,1609
13504419803239487550,1904
13504367547677739343,1103
13521177186036025667,1506
13504990487184279866,1704
13521636618653861964,1002
13522348384302270794,1704
13518963886241483093,1800
13514662554933729403,0800
13504336358009477224,1305
13507111225903614271,1200
13522530518915156036,1101
13511757939806640225,1103
13504062826309421153,1203
13522297243026659330,2221
13501179896449337661,1305
13506278410596714538,1305
13520837200864676141,1800
13513803388327888904,0101
13521782853368485930,1800
13515783138317113351,1704
13521892432700708918,2207
13522570156352608307,1803
13504891978756130849,1503
13504296337740400962,0801
13522469482345601116,1003
13508857093788604546,1103
13521179990046873686,1203
13518663307434006645,1100
13518874790679873628,1309
13512034365281933343,2204
13521631546141513781,1502
13513713830294980668,0304
13511593799552866382,2204
13522304929492109638,1100
13505481243493537911,2111
13504394235528153427,1700
13508753743437240328,1203
13522240102364420239,1203
13521178079650384020,1205
13507899323206539265,0804
13521910731177596957,1800
13514338369888196718,1704
13505088045540902929,2215
13521572534672492874,1800
13520839615616522296,1201
13518613056064002194,1800
13522384604854159404,1704
13506430502932842588,1305
13506699456619808805,1203
13522439839989373019,0803
13521698302781757530,0402
13521133455009843201,1805
13520321240196454536,2107
13518558787193669666,2204
13522320508194195758,2203
13521604292546009117,1002
13521180580038121598,1305
13521419625873020963,1904
13517091184940026166,1702
13521073077413550091,1103
13510791059805374522,0804
13513606345388525664,1203
13509581982455634062,1306
13505822571667789895,1103
13521911984247805972,1901
13508143762218158409,1401
13520058684746438678,1202
13523232319169763393,2204
13521183084337502228,1503
13521900945637251095,1308
13522616541336836185,1704
13522385911698819402,1506
13522160502587594899,1904
13522229883364186216,0402
13521910656546244648,0703
13506506924315838780,1305
13521176795908737108,1800
13522180975143753786,1002
13512322616034396224,1306
13521568032569296913,1103
13519733113978492954,1800
13520930986237495352,1901
13521785183113972031,1803
13521528122860243248,1502
13509579902160869460,1305
13510834199180417152,0402
13513098432200317008,0402
13503696413173221439,1806
13518997074369317184,1306
13521735330897594700,1103
13501244716088232277,1305
13521555594894121068,1901
13513929140119803910,1305
13521910313404139570,0800
13520862806513948677,1104
13521009426730326110,1901
13522285402169022502,1806
13521909818283333707,1303
13521633147604768841,1305
13521888040080902217,1203
13521725893604215111,1603
13521076439751923718,1904
13521784785618868337,1200
13516669390166038579,1901
13521180015752910920,1305
13519517009423697922,1704
13522396215364950058,1904
13522292422457104397,0803
13522142574475806779,0005
13521908429086329168,1503
13501401426160523276,1305
13515407747857844323,1003
13508473076245272632,1204
13521179084196878358,1604
13521182940214790190,2009
13514661836194711589,1200
13521908024228583457,1203
13508148035499792398,0005
13513076600981293068,1704
13508130398757521490,1305
13522613975040723002,1100
13523153642798061706,1305
13507229964584094017,0705
13521911817380694078,0703
13521864681016789086,1503
13521606037396523037,1800
13520294233051306071,2200
13522422105219143812,1506
13521731147545708634,2222
13521887931040077941,1203
13500883208452970506,1305
13521902330180536324,1308
13521845997247727616,2213
13521669860542912581,0402
13522996582701729837,2201
13521741135202949139,0402
13520991270211360833,1904
13515381594858919991,2013
13519523789065885825,2206
13505592353899812892,1503
13518204580855875612,0004
13522608218872940580,0703
13511337891490105422,2221
13517386340473374754,2000
13521412368389576802,2204
13518801587067291987,1701
13510976573664528720,1305
13521175969207163027,0803
13507164190478960946,1501
13501029645892589707,1002
13521985343191652495,1509
13521588192152721506,1400
13518767088513259557,1506
13504402687608101007,2206
13516677491747461268,1201
13521644248399747082,1604
13521177023071914012,1104
13522630251279353934,0402
13522106381045143585,0906
13521853402077927485,1100
13521181539787544594,1806
13514553127816403058,1100
13522392052820740419,1704
13518855659033528620,1000
13522544202645834074,2105
13513933324168009761,0402
13510313715905464338,1803
13514653384570767454,2222
13521685034255915126,1501
13513774992618817866,1103
13522614583529572410,1103
13505669832787298400,1704
13521905324317087793,2222
13523173506420115492,2215
13511768984084355125,2001
13521180566338275375,1305
13516418379467987088,1203
13502200222387148849,1103
13522378659028342838,1103
13521907948021160034,1103
13521784708942923827,1501
13509325812003182642,0301
13521175803686094928,0403
13517562844589262892,1609
13521722706289891419,2209
13513219852691048492,1901
13520238142557919355,1901
13502585963597011029,1103
13515975410504894553,1904
13503780080675067992,1305
13509624598968014857,1305
13522381859965831171,2012
13511682875280328796,1309
13507209797559654473,0703
13503773611087042643,2104
13510107032190322743,0705
13520951584698800219,1700
13522638760182814761,1305
13522343982304794651,0402
13513889462094141458,1002
13513203855474624812,1305
13520344877441288218,2112
13505861600753551360,1201
13513999113795606617,1900
13511551959157836100,2204
13502268359104399458,1002
13522388165899323417,0705
13514406688855627919,1704
13516485268780947536,1802
13520251663217924124,1305
13514219166587754501,1704
13521181524050647049,1800
13521905968347744578,0705
13505103953374615604,1305
13521185395895244849,1800
13521176747022948497,1305
13510824533687146618,1104
13521177784542107691,1803
13522354039196092736,1203
13517449381784786961,1201
13521607019730765833,1402
13522486602938189865,1704
13509546618667730996,1806
13521728620558161974,1203
13521511223408334855,1305
13513183908786608249,1104
13522367033048176651,1704
13521012433793718413,2204
13513144021291829315,0402
13521189683407034437,0703
13520355863789242441,1308
13521195625162938462,1800
13509578976595548305,2000
13521631793986799946,1100
13506130456069802055,1305
13513805997979801732,2106
13521245526970669089,1901
13503363060589201491,2218
13521912429810616341,2004
13521550865108371474,1609
13513657460958763135,1502
13522573322612119630,1801
13511626424931780663,1002
13503078177028511785,1901
